basin_id,p_mean,pet_mean,p_seasonality,frac_snow,aridity,high_prec_freq,high_prec_dur,low_prec_freq,low_prec_dur,elev_mean,slope_mean,area_gages2,frac_forest,lai_max,lai_diff,gvf_max,gvf_diff,dom_land_cover_frac,dom_land_cover,root_depth_50,soil_depth_pelletier,soil_depth_statsgo,soil_porosity,soil_conductivity,max_water_content,sand_frac,silt_frac,clay_frac,geol_1st_class,glim_1st_class_frac,geol_2nd_class,glim_2nd_class_frac,carbonate_rocks_frac,geol_porosity,geol_permeability
1634500,2.97918,2.523664,0.2176531,0.11482839,0.8471002,22.0,1.1458334,257.35,4.452422,344.44,47.4082,263.98,0.7781,4.9421973,4.343044,0.88371617,0.4925083,0.9543993,3.0,0.18954399,0.9019608,0.84377426,0.44290867,1.3901601,0.36142293,39.03887,43.02184,17.9895,10.0,0.76332355,8.0,0.22618698,0.010489452,0.1807,-15.0288
1638480,3.034423,2.5581172,0.12998915,0.08455838,0.8430325,21.7,1.243553,254.0,4.5724573,155.98,16.88797,232.0,0.4659,3.0133479,2.5409558,0.7560752,0.42198518,0.93209106,11.0,0.18067908,1.033241,1.4247,0.4383392,1.3522395,0.6251365,40.762794,35.614777,23.723314,0.0,0.58564126,7.0,0.2157296,0.0035840361,0.0249,-13.8061
1639500,3.233239,2.535295,0.073174186,0.09612635,0.78413475,21.75,1.185286,251.25,4.236931,198.1,11.61235,267.18,0.1173,2.0174468,1.6174523,0.69270974,0.37967378,0.77727115,11.0,0.18,1.0619048,1.0907782,0.46280923,1.0436442,0.44414517,23.206089,51.850044,13.968342,7.0,0.62539834,10.0,0.27079114,0.018835,0.0692,-14.1274
1644000,3.0476482,2.5575616,0.1566885,0.0843518,0.8391919,22.05,1.225,254.8,4.4780316,187.25,23.95326,859.17,0.6186,3.3677213,2.8666306,0.7815673,0.43517083,0.83258915,11.0,0.18167411,1.0732825,1.343015,0.44433296,1.1721948,0.59388965,36.504852,39.738033,23.86527,0.0,0.551756,3.0,0.20708413,0.0018689224,0.0357,-13.7579
1664000,3.149028,2.5720038,0.17418817,0.082796425,0.81676114,22.25,1.2027028,255.55,4.4520907,216.1,30.32647,1605.1,0.7519,4.438354,3.8384397,0.8543545,0.4739732,0.5422413,11.0,0.18457758,1.0499793,1.3042978,0.4457984,1.2019455,0.5725549,36.175465,42.739265,21.168724,7.0,0.5264356,0.0,0.20544435,0.00052622025,0.036,-13.969
1666500,3.2009118,2.6581264,0.18450537,0.0822554,0.83042794,22.4,1.2010723,256.75,4.457465,201.59,24.98287,463.15,0.8137,4.2708273,3.6268184,0.84789485,0.4571573,0.63361526,11.0,0.18366385,1.0337553,1.3536881,0.44762865,1.1583533,0.5998326,34.653484,42.515755,22.063253,7.0,0.4198641,10.0,0.29638645,0.004718195,0.0668,-14.2526
1667500,3.2079823,2.6881564,0.17890649,0.078811795,0.8379587,21.9,1.230337,255.3,4.463287,193.47,23.44026,1209.75,0.8033,4.112694,3.4665616,0.83288556,0.44361562,0.6810169,11.0,0.18318982,1.0670329,1.3009436,0.45187563,1.0392373,0.5632979,30.770037,44.545036,21.80308,7.0,0.34285012,10.0,0.30852404,0.0018122148,0.0758,-14.1348
1669000,3.1969733,2.6780539,0.16370675,0.041205984,0.83768415,22.0,1.1640211,255.0,4.541407,42.94,4.09652,71.84,0.9098,4.586904,3.3956296,0.8345443,0.31645092,0.86592495,7.0,0.24061474,35.59322,1.5,0.405834,3.1784916,0.588,65.26667,17.2,17.533333,11.0,1.0,-1.0,0.0,0.0,0.22,-13.0
1669520,3.2731595,2.6901512,0.17775804,0.036819916,0.8218821,22.65,1.1735752,252.75,4.4893427,25.42,4.97296,277.39,0.9295,5.2418175,3.6326482,0.8585285,0.26227316,0.94277906,7.0,0.24599454,38.212765,1.5,0.41134015,2.3226647,0.59813464,60.94009,19.81578,19.256525,11.0,1.0,-1.0,0.0,0.0,0.2364,-12.4147
2011400,3.2885654,2.5430496,0.07166639,0.12915473,0.7733006,20.1,1.2218845,236.65,3.7563493,783.86,73.92744,407.72,0.9953,4.855279,4.2492943,0.87331855,0.48585746,0.9594945,3.0,0.18959494,0.9412698,0.94666344,0.43531522,1.548788,0.4068937,44.101074,37.010105,18.606527,10.0,0.6029312,8.0,0.38876483,0.007490792,0.1903,-14.6756
2013000,3.0362766,2.59556,0.10997383,0.09791434,0.8548497,20.65,1.1699717,242.6,3.7995303,691.82,70.85988,424.78,0.9852,5.0466847,4.454978,0.8876689,0.50292325,1.0,3.0,0.19,0.94570136,0.9233366,0.43634483,1.488569,0.39581516,43.388138,37.529915,18.791235,10.0,0.8454777,8.0,0.095278405,0.059243884,0.166,-15.1955
2014000,3.1245735,2.5485291,0.1196227,0.097868085,0.8156406,21.15,1.1848739,241.15,3.8369133,691.04,73.63034,396.78,0.9092,5.028343,4.4277964,0.8871581,0.5016875,1.0,3.0,0.19,0.95166665,1.0117315,0.4360544,1.5198796,0.4371506,43.6377,37.45209,18.865047,10.0,0.8061813,8.0,0.18544476,0.008373939,0.1647,-15.4203
2015700,3.1955194,2.5377507,0.08050154,0.12856725,0.79415905,20.4,1.2515337,242.65,3.9844007,753.52,68.72646,285.41,0.9911,4.8824825,4.2348332,0.87195224,0.4697734,0.94593,3.0,0.1894593,1.0227273,0.84348196,0.42978123,1.9620621,0.35083863,48.85573,35.402122,15.793644,10.0,0.55238235,8.0,0.44625634,0.001293206,0.1998,-14.4666
2016000,3.1448145,2.5738196,0.10053052,0.102077365,0.8184329,21.55,1.2106742,243.8,4.076923,645.04,66.42056,1194.55,0.9317,5.088656,4.3854413,0.8838901,0.45935932,0.9704376,3.0,0.19086435,1.0138581,0.8848243,0.4372593,1.6401938,0.37956205,43.341045,39.87835,16.747131,10.0,0.7477671,8.0,0.25190726,0.0003093706,0.1715,-15.2353
2017500,3.0252976,2.5990396,0.14047137,0.090184525,0.8591021,21.15,1.1915493,243.95,4.038907,695.27,69.63081,276.15,0.9349,4.9147468,4.301911,0.87463146,0.4840839,0.9837309,3.0,0.1898373,1.0457666,0.999781,0.43544257,1.6098511,0.42682797,44.35471,37.84391,17.766888,10.0,0.69167197,8.0,0.29443854,0.013889479,0.1698,-15.1362
2018000,3.0557644,2.6207826,0.1342681,0.08496861,0.85765207,21.0,1.2352941,242.0,4.067227,648.68,66.96658,852.34,0.8857,4.9486656,4.321061,0.87883246,0.47937745,0.9899679,3.0,0.18989995,1.0069822,0.9729141,0.43484175,1.6429874,0.41314647,44.859566,37.652325,17.453135,10.0,0.75756663,8.0,0.22471093,0.017722432,0.1626,-15.3324
2027000,3.4678864,2.6447897,0.12212648,0.09047322,0.76265174,21.75,1.2322946,260.55,4.615589,387.44,57.5512,240.77,0.9407,4.6971493,4.0694165,0.87630075,0.48098058,0.8549192,3.0,0.18854919,0.9342466,1.1141064,0.45659024,0.989853,0.4935817,28.855104,46.51783,20.095978,7.0,0.52077055,0.0,0.4210604,0.0,0.0128,-14.0448
2027500,3.6655345,2.64077,0.118218556,0.100786015,0.7204324,22.15,1.2237569,261.15,4.5856013,350.53,52.51564,123.34,0.9407,4.5929427,3.9770098,0.8732035,0.48161757,0.7887135,3.0,0.18788713,0.9591837,1.0713542,0.4656288,0.83073866,0.46127757,21.216665,50.333443,20.381762,0.0,0.62120956,7.0,0.3245026,0.0,0.01,-14.1
2028500,3.3264477,2.5970016,0.15082045,0.08025696,0.7807132,21.2,1.2470589,258.5,4.666065,377.48,66.86826,245.45,0.9644,4.797012,4.1720395,0.88204396,0.49284527,0.8471943,3.0,0.18847194,1.0053909,1.255166,0.44858405,1.106859,0.5559822,33.835945,43.629257,22.618671,7.0,0.6045434,3.0,0.2107078,0.0,0.0271,-13.7687
2038850,3.1496153,2.8894482,0.057760496,0.065522596,0.9173972,23.75,1.1934674,267.65,4.979535,176.41,9.80131,22.0,0.93,5.3991194,4.3350244,0.88441503,0.37929562,0.66106725,7.0,0.22966404,1.027027,1.5,0.45605484,0.5862081,0.70182395,22.18412,30.804075,47.145138,10.0,0.7783589,7.0,0.1548386,0.0,0.0996,-15.8882
2046000,3.2688637,2.749041,0.13091175,0.045372825,0.84097755,22.85,1.2026316,260.15,4.5720563,86.64,6.04481,288.52,0.9359,5.264385,3.8348947,0.86997056,0.3006715,0.8971423,7.0,0.24279997,1.1818181,1.5,0.4501342,0.86213857,0.6454654,30.895796,16.961971,29.712955,7.0,0.6995902,0.0,0.25535417,0.0,0.0146,-14.046
2051500,3.1902738,2.976969,0.12003931,0.052551497,0.933139,23.25,1.159601,260.85,4.612732,113.4,6.85615,1428.71,0.9081,4.907576,3.6720393,0.8546455,0.32552022,0.616568,7.0,0.22306457,1.0966982,1.5,0.45151168,0.7305841,0.67151564,27.784338,22.041645,37.93122,7.0,0.58143985,0.0,0.3466729,0.0,0.0114,-14.0727
2053200,3.3339314,2.7969422,0.20237423,0.024831682,0.8389321,22.25,1.2258953,259.95,4.696477,25.28,2.20328,583.66,0.5848,3.2384088,2.4725213,0.7724612,0.34575343,0.72052014,11.0,0.19319059,47.714615,1.5,0.41912097,1.8012563,0.5218007,45.77058,17.11912,16.279398,11.0,0.9842556,10.0,0.015744375,0.0,0.2195,-13.0346
2053800,3.2280562,2.6674695,0.15122561,0.09381726,0.82633924,20.75,1.1959654,246.85,4.2341337,705.68,36.16538,280.72,0.8875,4.6589975,4.002619,0.8596565,0.4504916,0.88238287,3.0,0.18882383,0.9909297,1.3533716,0.44712478,0.88717914,0.6105257,32.457653,35.64692,31.852293,7.0,0.48001358,10.0,0.32661173,0.072988935,0.0496,-14.716
2055100,3.05623,2.664368,0.142291,0.06221199,0.87178254,21.8,1.345679,253.9,4.6416817,399.99,38.79042,30.54,0.5089,3.838155,3.1886523,0.803516,0.40921277,0.7975358,11.0,0.18202464,0.9433962,1.0772127,0.45679137,0.5750189,0.50172055,22.194899,32.56061,45.113186,4.0,0.7118947,10.0,0.23316294,0.7118947,0.0855,-12.9343
2056900,3.1793442,2.7052584,0.13459717,0.06460594,0.8508857,21.8,1.2861357,251.35,4.5166216,423.07,33.49522,298.11,0.9121,4.341723,3.602357,0.83600837,0.41383764,0.5753537,11.0,0.18424647,1.03532,1.5,0.43980816,0.95235354,0.6724143,36.539566,27.640642,35.961216,7.0,0.8744928,0.0,0.07446607,0.0,0.015,-14.1418
2059500,3.0996168,3.2012396,0.097595334,0.052938916,1.0327857,21.55,1.2827381,256.2,4.6624203,319.14,27.0257,485.41,0.8421,4.2795033,3.6054199,0.8209283,0.42090023,0.6027041,11.0,0.18397295,1.0231292,1.4857917,0.44013405,0.93523496,0.66619855,36.35019,27.945208,35.807262,7.0,0.7429187,10.0,0.20464401,0.0041008606,0.0333,-14.5692
2064000,3.0954962,2.926439,0.06366847,0.06060117,0.9453861,23.4,1.2446809,264.55,4.899074,192.21,9.95686,427.77,0.909,4.3449583,3.3396356,0.81197625,0.3385024,0.6459371,11.0,0.20098084,1.0706437,1.4408827,0.45216736,0.65832853,0.6661426,25.811737,29.928276,43.729626,7.0,0.6664619,10.0,0.33085942,0.0,0.0533,-14.7619
2065500,3.1328638,3.6952758,0.05635495,0.061713997,1.1795201,23.2,1.2020725,264.65,4.8648896,170.09,10.06294,252.58,0.9058,4.642003,3.7218392,0.8392369,0.3777326,0.70950943,7.0,0.22966565,1.0526316,1.5,0.45000452,0.6805207,0.6873956,27.25968,25.008047,44.018173,1.0,0.341042,0.0,0.31577933,0.0,0.065,-14.1599
2069700,3.5226104,2.7169008,0.12743925,0.05339516,0.7712748,22.0,1.2021858,253.5,4.502664,372.62,23.01829,221.13,0.9644,4.6235948,3.9645019,0.8645403,0.45350212,0.55153686,3.0,0.18927053,1.0233918,1.2894295,0.45349553,0.74842006,0.5882433,26.635063,36.477932,36.98023,7.0,0.644602,0.0,0.17997614,0.0,0.0293,-14.521
2070000,3.3003533,3.761618,0.11388988,0.050862163,1.1397622,22.15,1.2621082,255.3,4.646042,308.66,12.22606,270.61,0.9642,4.9070096,4.1695385,0.87312263,0.4401941,0.8082047,3.0,0.20150772,1.0600961,1.4035424,0.44809008,0.74525136,0.63962835,29.27861,29.392338,41.44401,7.0,0.7503079,0.0,0.13025096,0.0,0.0154,-14.2184
2074500,3.27095,3.4223552,0.093737125,0.052469023,1.0462878,22.4,1.2985507,254.85,4.7238183,223.3,10.70863,288.53,0.8579,4.294368,3.4221795,0.82650435,0.3829802,0.39528662,7.0,0.21035714,1.037123,1.5,0.4433662,0.74712825,0.6831719,31.693817,23.485973,44.942078,7.0,0.8494772,10.0,0.086398855,0.0,0.0312,-14.0036
2077200,3.278397,2.8608415,0.071189344,0.0489889,0.8726343,23.25,1.2236842,257.7,4.525022,194.0,7.08453,121.69,0.7114,3.740453,3.1365318,0.79828686,0.4141053,0.5494148,11.0,0.19639,1.0357143,1.5,0.47217017,0.82432497,0.4790471,14.910439,10.790877,11.712658,7.0,1.0,-1.0,0.0,0.0,0.01,-14.1
2081500,3.2665792,2.79156,0.09726992,0.04362477,0.8545821,23.05,1.1582915,265.2,4.7654986,132.21,6.46534,428.37,0.8481,3.9202423,3.14069,0.80462736,0.3795749,0.66833943,11.0,0.19976218,1.1484375,1.4979458,0.45958036,0.8286521,0.6821197,24.664988,33.768982,27.903639,7.0,0.8145317,10.0,0.17872703,0.0,0.0507,-14.0159
2082950,3.2631156,3.158054,0.17821875,0.032992743,0.9678033,22.9,1.1653944,260.8,4.6447015,79.77,6.54582,460.85,0.7774,5.262068,3.838043,0.86864805,0.28576958,0.9588476,7.0,0.24711934,1.4841954,1.5,0.43569747,1.0603864,0.6613971,40.067245,26.330048,33.532555,7.0,0.66342574,0.0,0.25462303,0.0,0.0267,-14.0079
2092500,3.7827911,3.2678006,0.2523306,0.012083252,0.8638596,20.95,1.2813456,254.35,4.5057573,21.88,2.57074,447.58,0.7118,3.8267605,2.5978289,0.781631,0.25727,0.39450327,10.0,0.19760683,44.206898,1.5,0.4329948,3.0272584,0.64883775,59.90724,20.323126,14.96115,11.0,0.6171616,4.0,0.38283846,0.38283846,0.1587,-12.5406
2096846,3.346204,3.1901376,0.101371884,0.039252546,0.95336014,23.2,1.1836735,259.25,4.604796,182.85,7.73462,19.57,0.9156,4.9933233,4.1562686,0.8650217,0.4001023,0.6221047,3.0,0.21267372,1.03125,1.4966755,0.45882347,0.8078392,0.704366,24.406385,44.436825,31.133663,7.0,0.81039214,6.0,0.18960787,0.0,0.0252,-13.7966
2102908,3.3550677,3.0197144,0.17119044,0.023511175,0.90004575,23.7,1.264,263.9,4.8113036,106.88,10.48159,19.73,0.6906,3.0229976,1.7099407,0.6823618,0.16011928,0.78830296,10.0,0.17905274,1.0,1.5,0.39850667,3.8992672,0.603,71.0,13.666667,15.333333,11.0,0.9846978,10.0,0.015302157,0.0,0.2786,-10.9658
2108000,3.8103683,3.2078376,0.2754389,0.009281926,0.8418707,21.2,1.2887537,261.05,4.7723947,31.61,3.14028,1569.48,0.4232,2.6370285,1.9822843,0.71847516,0.3155174,0.64419067,11.0,0.17830971,29.437527,1.5,0.40990898,2.9723842,0.5991446,62.161343,18.7037,15.218994,11.0,0.93110764,4.0,0.06889235,0.06889235,0.209,-12.9173
2111180,3.7156687,2.7206385,0.08905344,0.046056878,0.732207,20.1,1.189349,239.25,4.075809,551.06,56.42993,131.47,1.0,5.031878,4.253188,0.892728,0.43610612,0.6568406,7.0,0.22939949,1.0357143,0.9061777,0.4407718,1.447118,0.3775409,39.970818,39.938583,20.188242,7.0,1.0,-1.0,0.0,0.0,0.01,-14.1
2111500,3.582835,2.944953,0.068983145,0.05236925,0.82196164,21.45,1.2050562,248.15,4.342082,454.02,35.95807,233.66,0.9831,4.929252,4.0555177,0.8811331,0.39957482,0.72463137,3.0,0.20012699,1.0085471,1.3060787,0.44766095,1.1349022,0.57685256,33.97853,41.51599,24.566277,7.0,1.0,-1.0,0.0,0.0,0.01,-14.1
2112120,3.558816,2.799707,0.07711062,0.052404974,0.78669626,21.25,1.200565,252.0,4.483986,460.03,35.93547,322.27,0.901,4.9018116,4.0139694,0.8772593,0.39420903,0.7171694,3.0,0.18719456,0.9979424,1.245364,0.441971,1.1995792,0.53253186,37.302273,35.58649,27.188545,7.0,0.8296551,0.0,0.17034487,0.0,0.01,-14.1
2112360,3.4403532,2.8608367,0.09720091,0.05311363,0.8315532,22.5,1.1873351,251.1,4.4521275,405.86,23.71832,205.3,0.8821,4.714338,3.8799999,0.86515087,0.4057404,0.5419137,3.0,0.18764614,1.0064309,1.2617497,0.43958724,1.1744369,0.48676494,34.815697,30.527744,25.407476,7.0,1.0,-1.0,0.0,0.0,0.01,-14.1
2118500,3.4977207,2.8543432,0.06450132,0.041370835,0.8160581,22.35,1.2382271,250.15,4.556466,336.82,18.17467,400.53,0.7055,3.8514013,3.2155886,0.8151227,0.41359526,0.69485074,11.0,0.1901779,1.043919,1.5,0.44681364,0.8378938,0.68739116,31.088177,30.830032,37.949066,7.0,1.0,-1.0,0.0,0.0,0.01,-14.1
2125000,3.2335181,3.078638,0.07636934,0.024791233,0.9521017,24.2,1.2315521,267.9,5.054717,190.23,9.32187,144.55,0.3877,3.1379874,2.4345024,0.7657363,0.33461246,1.0,11.0,0.18,1.0678734,1.073453,0.46834746,0.64706135,0.4596155,15.917133,43.64924,29.946732,10.0,0.61539495,7.0,0.38460502,0.0,0.1208,-14.7769
2128000,3.2406762,2.9376786,0.053026382,0.025670443,0.9065017,22.45,1.3052325,255.65,4.8834767,195.23,8.97028,273.48,0.8588,4.756605,3.9087064,0.8531545,0.38851023,0.52999103,11.0,0.20372112,1.056511,1.4256264,0.4601813,0.7713539,0.67178816,23.296522,44.99224,31.723364,7.0,0.8536904,10.0,0.14630963,0.0,0.0363,-14.2609
2137727,3.9813182,2.7662776,0.043370727,0.04053153,0.6948145,18.15,1.2560554,237.75,4.2341943,602.18,65.11037,329.54,0.9861,4.9438586,4.212249,0.8845458,0.43852976,0.8322619,7.0,0.23993571,1.0411522,1.1842126,0.43966714,1.4513569,0.50579464,40.518635,38.432808,21.071388,7.0,0.9979221,10.0,0.0020778722,0.0,0.0104,-14.1023
2140991,3.727755,2.7683425,0.08092518,0.042038467,0.74262995,19.95,1.209091,234.95,4.0932055,529.42,43.76522,521.99,0.9821,5.227392,4.243499,0.8934654,0.37921128,0.7608175,7.0,0.23564905,1.0541238,1.2760371,0.43398708,1.6296364,0.50303346,43.129597,34.53739,17.770987,7.0,0.9581758,0.0,0.041824248,0.0,0.01,-14.1
2143000,3.7044983,2.9176376,0.01895289,0.031326216,0.7875932,22.0,1.3496933,249.55,4.9172416,399.35,27.07084,216.67,0.6406,5.0239987,3.985766,0.86714596,0.36482844,0.9284427,7.0,0.24355985,1.075075,1.5,0.43600285,1.2936008,0.5791577,37.190594,27.543922,26.049042,7.0,1.0,-1.0,0.0,0.0,0.01,-14.1
2143040,4.0458493,2.8104184,0.0074502556,0.03456107,0.69464236,22.85,1.3641791,256.85,5.041217,411.33,33.1444,66.48,0.9465,5.1551485,4.2501035,0.8908476,0.39219794,1.0,7.0,0.25,1.0291262,1.5,0.43779793,1.3327352,0.5970549,37.147396,31.12857,23.651384,7.0,1.0,-1.0,0.0,0.0,0.01,-14.1
2149000,3.8215976,2.9940906,0.04784728,0.029590458,0.7834657,20.35,1.2679127,245.6,4.5565863,403.91,39.54624,203.85,0.9755,5.1473317,4.396565,0.88810116,0.4505011,0.72241455,7.0,0.23334487,1.0561056,1.171918,0.43931442,1.3566425,0.49334162,39.77791,35.424225,24.867416,7.0,1.0,-1.0,0.0,0.0,0.01,-14.1
2152100,3.773462,3.1097207,0.008167584,0.030080747,0.8241028,23.15,1.342029,255.25,4.9133782,414.31,40.11642,154.99,0.9009,5.1556325,4.3521414,0.8902269,0.43646482,0.98194396,7.0,0.24837495,1.055794,1.5,0.4381506,1.3371612,0.6059821,37.498,31.919958,23.759851,7.0,1.0,-1.0,0.0,0.0,0.01,-14.1
2177000,5.374478,2.8116422,-0.036859863,0.026739558,0.52314705,18.95,1.2467105,231.7,4.1823106,705.59,47.86459,526.77,0.9731,5.5136805,4.181156,0.8901633,0.2933489,0.9998145,7.0,0.24998887,1.0039268,1.3101614,0.43147665,1.7828542,0.41201943,34.990936,27.021235,16.022072,7.0,0.90132123,0.0,0.09433787,0.0,0.01,-14.1
2178400,5.2130923,2.8121414,-0.077046975,0.033836253,0.53943825,20.15,1.2793651,236.65,4.184792,797.91,59.8088,151.28,0.9777,4.961053,4.2007637,0.89271295,0.43531954,0.8714782,7.0,0.2422887,1.0044445,1.5,0.42765698,2.0084617,0.4827394,37.232147,24.581871,14.895437,7.0,0.95711225,0.0,0.03627646,0.0,0.0101,-14.0994
2193340,3.2740657,3.0247023,-0.0721574,0.012744883,0.92383677,24.6,1.248731,273.1,5.3029127,167.93,7.49879,87.87,0.8688,4.6793575,3.4315076,0.82947254,0.27361426,0.77414864,10.0,0.18032663,1.0454545,1.5,0.4383029,0.95512515,0.6621101,36.62856,23.498589,39.520092,7.0,0.65494233,0.0,0.34505767,0.0,0.01,-14.1
2196000,3.3244667,3.905833,-0.016823089,0.014697823,1.174875,22.45,1.1973333,261.5,4.8425927,142.19,7.2448,1408.38,0.8727,4.767695,3.2330985,0.8313503,0.22317676,0.59081024,7.0,,1.3129354,1.3687805,0.45756072,0.7569159,0.6164105,24.29309,37.50825,32.807293,7.0,0.8201993,0.0,0.13758416,0.0,0.0141,-14.0784
2198100,3.3192184,3.6032202,0.07614295,0.0030935926,1.085563,25.4,1.3619303,280.85,6.1522455,83.45,5.25896,79.49,0.45,2.7302623,1.9012569,0.7054791,0.2794679,0.58684415,10.0,0.1847652,31.791304,1.5,0.40838262,2.8435645,0.60059536,63.446556,18.766571,17.630442,10.0,1.0,-1.0,0.0,0.0,0.19,-15.2
2202600,3.3413649,3.1650188,0.18109608,0.0004568049,0.94722337,24.8,1.4293948,271.1,5.8934784,34.93,2.40016,590.47,0.6165,2.5418744,1.6610385,0.69304883,0.24733347,0.37021145,10.0,0.19168724,46.936363,1.5,0.3997608,3.583441,0.6143747,70.51919,15.752319,13.789061,11.0,0.75786257,10.0,0.24122004,0.0,0.2323,-12.847
2212600,3.3718727,4.0176754,-0.09721543,0.0090238,1.1915264,24.6,1.28125,274.0,5.5521784,159.45,7.25507,187.96,0.927,5.511538,4.21096,0.87286353,0.2926693,0.9058941,7.0,0.2442563,1.058608,1.5,0.43816587,1.049849,0.6452285,37.534,22.75956,35.60063,7.0,0.87601364,2.0,0.12169545,0.0,0.01,-14.1
2215100,3.3543983,3.1587017,-0.04098698,0.0010333058,0.9416596,23.6,1.2291666,271.2,5.271137,113.08,4.53352,420.29,0.1516,2.4088972,1.7713674,0.683436,0.29462567,0.53616756,2.0,0.1786982,1.1812191,1.5,0.41225576,2.3572106,0.5941178,58.95766,16.63261,24.390137,4.0,0.71755844,11.0,0.1837717,0.71755844,0.0894,-12.5398
2216180,3.409098,3.189064,0.00706461,0.0005348654,0.9354569,24.75,1.2659847,278.9,5.7743273,83.53,5.30253,129.11,0.4884,2.705547,1.7231586,0.69748664,0.22616963,1.0,10.0,0.16,31.672043,1.5,0.40401128,3.4214752,0.59716463,67.11957,17.258596,15.348453,10.0,1.0,-1.0,0.0,0.0,0.19,-15.2
2221525,3.359124,3.1424088,-0.09120943,0.009538519,0.93548465,24.5,1.2628866,270.65,5.245155,176.01,7.55177,490.8,0.8252,4.5455427,3.4641194,0.8205047,0.30597273,0.53926706,7.0,0.20968692,1.1424541,1.5,0.43530375,1.0727794,0.65209323,39.320026,23.2138,37.464386,7.0,0.99843735,12.0,0.0010609968,0.0,0.0102,-14.0988
2231000,3.7194319,3.4048727,0.41435933,0.00023591807,0.91542816,20.9,1.2477612,252.65,5.1561227,38.71,2.187,1748.37,0.9529,4.2528315,2.0681813,0.79254603,0.09189736,0.52305776,10.0,0.18059573,48.934826,1.5,0.4426582,6.2042856,0.71125287,72.56258,9.184592,7.058762,11.0,0.9391103,10.0,0.060707547,0.0,0.2217,-13.0101
2245500,3.7559905,3.8102221,0.4827317,0.00043662853,1.0144387,20.1,1.3267326,252.95,5.5532384,41.45,4.14377,348.43,0.8235,3.5739598,1.6526266,0.7197649,0.096813254,0.92377186,10.0,0.16304913,41.302467,1.5,0.4038378,8.878092,0.68437606,85.97118,5.296155,3.0945835,11.0,1.0,-1.0,0.0,0.0,0.22,-13.0
2246000,3.703221,3.286836,0.4536761,0.00033269223,0.8875613,20.75,1.2888199,253.6,5.4362273,34.57,4.00959,451.06,0.8293,3.4195833,1.7304714,0.71848446,0.10906805,0.86753994,10.0,0.16549383,43.701614,1.5,0.38008267,6.6691175,0.6370683,86.42178,7.5553703,5.9416,11.0,1.0,-1.0,0.0,0.0,0.22,-13.0
2296500,3.6802464,3.5079975,0.76037395,0.0,0.95319635,22.7,1.3592814,256.8,5.9102416,31.23,1.71633,886.4,0.1676,2.0579035,1.1071267,0.6319481,0.15627812,0.45024836,11.0,0.17307894,48.47627,1.5,0.39185333,7.735107,0.6634667,86.1627,6.525734,4.3753405,11.0,0.9195459,10.0,0.08045413,0.0,0.2675,-11.431
2297155,3.9681163,3.8671913,0.7596244,0.0,0.97456604,24.3,1.4169096,270.6,6.9118776,35.51,1.24624,93.6,0.1264,1.3652747,0.74426764,0.51904505,0.14652047,0.6382683,2.0,0.17771523,49.768116,1.5,0.3742807,8.482495,0.6449917,91.15886,5.398378,3.4424887,11.0,0.96783173,10.0,0.03216828,0.0,0.219,-13.0708
2297310,3.841662,4.0429068,0.7870502,0.0,1.0523849,22.8,1.443038,260.6,6.647959,25.71,1.18116,528.38,0.1446,1.7976216,0.9959541,0.5972646,0.15668796,0.4600532,11.0,0.17412491,49.63824,1.5,0.37933943,7.8638377,0.6485507,88.97381,6.139438,4.1996255,10.0,0.5969487,11.0,0.4030513,0.0,0.2021,-14.3133
2298123,3.6844475,3.5255775,0.82477915,0.0,0.9568809,22.6,1.3294117,255.7,6.073634,21.75,0.82221,540.65,0.1369,1.7564398,0.8833088,0.60427433,0.14944547,0.5363424,10.0,0.1757922,49.87449,1.4942052,0.40466574,8.276754,0.68018657,84.683975,5.8969097,3.838623,4.0,0.6147968,11.0,0.35656363,0.6147968,0.1313,-11.9556
2298608,3.896312,3.6225574,0.773908,0.0,0.9297401,22.65,1.415625,265.9,6.757306,22.79,1.6186,312.34,0.0756,1.6150768,0.8510394,0.57474214,0.14517865,0.41379723,10.0,0.17172405,49.40835,1.5,0.386487,8.091362,0.6575086,87.93244,6.3051653,3.7478168,11.0,0.9727527,10.0,0.0272473,0.0,0.2192,-13.0599
2299950,3.9627721,3.5227084,0.7498599,0.0,0.8889505,22.55,1.4006212,268.25,6.7739897,33.67,1.61485,174.27,0.0572,1.5896499,0.77533275,0.5548846,0.120149456,0.47016445,10.0,0.17179796,49.35124,1.5,0.37328175,8.797911,0.6449848,91.975845,5.016383,3.0069249,11.0,1.0,-1.0,0.0,0.0,0.22,-13.0
2300700,3.896497,4.3532896,0.72464037,0.0,1.1172316,22.3,1.415873,265.25,6.5493827,25.46,2.88661,73.84,0.0836,1.4129786,0.7232759,0.545623,0.13426004,1.0,11.0,0.18,49.347458,1.5,0.3995553,9.047493,0.6795375,87.13999,4.858013,2.8559792,11.0,0.7018854,10.0,0.2908398,0.0072748093,0.2101,-13.6311
2342933,3.8146038,3.2751064,-0.06612414,0.0027962714,0.8585705,23.1,1.2189974,275.8,5.466799,127.7,7.99022,290.1,0.9083,4.9179754,3.5142317,0.8320525,0.25653484,0.7483996,10.0,0.18252301,1.6797066,1.5,0.41414183,2.480194,0.6107014,57.655487,20.007177,20.07147,11.0,0.9878474,8.0,0.012152597,0.0,0.2272,-12.7573
